Title,Zone,Latitude,Longitude,Operator,Post Code,Alternate Title,Total Spaces,Allowed Vehicles,Last Tariff Update,Charge Times,Parking Rate / Hour,Convenience Fee,Remainder Message Fee,Summary Message Fee,Maximum Stay,Extendable Upto,Advance Parking,Location Type,Number of Allowed Vehicle Types
Athena Hall Car Park - Wykes Bishop Street,21852,52.0496292,1.16413999,IPSERV Ltd,IP3 0DT,Athena Hall Car Park - Wykes Bishop Street/Ipswich,94,Car,13 April 2022,All Week,£0.70,12p,15p,15p,1 Day,Up to Maximum stay,Yes,Off street,1
The Wharf Car Park (Permit Holders) - Orwell Quay,21853,52.0498009,1.16485,IPSERV Ltd,IP3 0DT,The Wharf Car Park (Permit Holders) - Orwell Quay/Ipswich,158,Car,12 November 2021,24hrs,£2.00,12p,15p,15p,20 Days,Up to Maximum stay,Yes,Off street,1
The Hold Car Park,21854,52.0537987,1.16357994,IPSERV Ltd,IP4 1LR,The Hold Car Park/Ipswich,14,Car,16 February 2022,All Week,£3.00,12p,15p,15p,6 Hours,Up to Maximum stay,No,Off street,1
Athena Hall - Wykes Bishop Street (Permit Holders),21863,52.0499687,1.16525996,IPSERV Ltd,IP3 0DT,Athena Hall - Wykes Bishop Street (Permit Holders)/Ipswich,94,Car,08 December 2021,24hrs,£2.00,12p,15p,15p,20 Days,Up to Maximum stay,Yes,Off street,1
Anchor Lane,21900,51.8180008,-0.810000002,Buckinghamshire Council,HP20 1AJ,Anchor Lane/Aylesbury,5,Car,09 March 2023,Monday to Saturday 8:00am - Midnight,£1.20,15p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
Britannia Street,21901,51.8170013,-0.810029984,Buckinghamshire Council,HP20 1SB,Britannia Street/Aylesbury,10,Car,09 March 2023,Monday to Saturday 8:00am - Midnight,£1.20,15p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
Buckingham Street,21902,51.8188019,-0.81400001,Buckinghamshire Council,HP20 2LD,Buckingham Street/Aylesbury,7,Car,09 March 2023,Monday to Saturday 8:00am - Midnight,£1.20,15p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
Buckingham Street,21903,51.8190002,-0.81400001,Buckinghamshire Council,HP20 2LD,Buckingham Street/Aylesbury,7,Car,09 March 2023,Monday to Saturday 8:00am - Midnight,£1.20,15p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
Buckingham Street,21904,51.8193016,-0.814800024,Buckinghamshire Council,HP20 2NF,Buckingham Street/Aylesbury,22,Car,09 March 2023,Monday to Saturday 8:00am - Midnight,£1.20,15p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
Cambridge Street,21905,51.8176003,-0.811699986,Buckinghamshire Council,HP20 1RP,Cambridge Street/Aylesbury,10,Car,09 March 2023,Monday to Saturday 8:00am - Midnight,£1.20,15p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
Great Western Street,21906,51.8149986,-0.811999977,Buckinghamshire Council,HP20 2PL,Great Western Street/Aylesbury,7,Car,09 March 2023,Monday to Saturday 8:00am - Midnight,£1.20,15p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
High Street,21907,51.8169212,-0.810710013,Buckinghamshire Council,HP20 1SF,High Street/Aylesbury,11,Car,09 March 2023,Monday to Saturday 8:00am - Midnight,£1.20,15p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
High Street (Loading Bay 6pm),21908,51.8170013,-0.810100019,Buckinghamshire Council,HP20 1SA,High Street (Loading Bay 6pm)/Aylesbury,0,Car,25 April 2023,Monday to Saturday 8:00am - Midnight,£1.20,15p,10p,10p,2 Hours,Up to Maximum stay,No,Off street,1
Kingsbury Square (Taxi Rank 6pm),21909,51.8172989,-0.813399971,Buckinghamshire Council,HP20 2HT,Kingsbury Square (Taxi Rank 6pm)/Aylesbury,12,Car,25 April 2023,Monday to Saturday 8:00am - Midnight,£1.20,15p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
Railway Street,21910,51.8173103,-0.808650017,Buckinghamshire Council,HP20 1AG,Railway Street/Aylesbury,9,Car,25 April 2023,Monday to Saturday 8:00am - Midnight,£1.20,15p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
Railway Street (Loading Bay 6pm),21911,51.817009,-0.808860004,Buckinghamshire Council,HP20 1QX,Railway Street (Loading Bay 6pm)/Aylesbury,9,Car,25 April 2023,Monday to Saturday 8:00am - Midnight,£1.20,15p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
Rickfords Hill,21912,51.8156013,-0.815400004,Buckinghamshire Council,HP20 2HT,Rickfords Hill/Aylesbury,6,Car,09 March 2023,Monday to Saturday 8:00am - Midnight,£1.20,15p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
Walton Street,21913,51.8149986,-0.81099999,Buckinghamshire Council,HP20 2SP,Walton Street/Aylesbury,11,Car,09 March 2023,Monday to Saturday 8:00am - Midnight,£1.20,15p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
Waterside North Car Park,21914,51.8149681,-0.810389996,Buckinghamshire Council,HP20 1UG,Waterside North Car Park/Aylesbury,98,Car,10 March 2023,All Week,Free,15p,10p,10p,1 Day,Up to Maximum stay,No,Off street,1
Council Offices (King George V House),21915,51.6754189,-0.603359997,Buckinghamshire Council,HP6 5AW,Council Offices (King George V House)/Amersham,0,Car,20 March 2023,Monday to Friday 7:30am - 6:00pm,Free,15p,10p,10p,3 Hours,Up to Maximum stay,No,Off street,1
Aqua Vale Car Park,21916,51.8173485,-0.803340018,Buckinghamshire Council,HP20 1RJ,Aqua Vale Car Park/Aylesbury,128,Car,10 March 2023,All Week,£2.10,15p,10p,10p,24 Hours,Up to Maximum stay,No,Off street,1
Coopers Yard Car Park,21917,51.8194084,-0.81418997,Buckinghamshire Council,HP20 2LH,Coopers Yard Car Park/Aylesbury,59,Car,16 March 2023,Monday to Saturday 8:00am - 9:00pm,£1.10,15p,10p,10p,13 Hours,Up to Maximum stay,No,Off street,1
Waterside Multi-Storey Car Park,21918,51.8148117,-0.808369994,Buckinghamshire Council,HP20 1AL,Waterside Multi-Storey Car Park/Aylesbury,270,Car,17 April 2023,Monday to Saturday 8:00am - 9:00pm,£1.10,15p,10p,10p,13 Hours,Forever,No,Off street,1
Friarscroft Car Park,21919,51.8150291,-0.818750024,Buckinghamshire Council,HP20 2TF,Friarscroft Car Park/Aylesbury,347,Car,16 March 2023,Monday to Saturday 6:30am - 8:30pm,£3.10,15p,10p,10p,14 Hours,Up to Maximum stay,No,Off street,1
Black Park Country Park,21920,51.5391998,-0.551199973,Buckinghamshire Council,SL3 6DS,Black Park Country Park/Wexham,558,Car,26 June 2023,All Week 8:00am - 8:00pm,£2.90,15p,10p,10p,12 Hours,Up to Maximum stay,No,Off street,1
Langley Park Country Park,21921,51.5312004,-0.536300004,Buckinghamshire Council,SL0 0LS,Langley Park Country Park/Iver,153,Car,26 June 2023,All Week 8:15am - 7:30pm,£3.90,15p,10p,10p,12 Hours,Up to Maximum stay,No,Off street,1
Denham Country Park,21922,51.5665016,-0.488700002,Buckinghamshire Council,UB9 5PG,Denham Country Park/Denham,93,Car,26 June 2023,All Week 8:30am - 7:00pm,£3.90,15p,10p,10p,11 Hours,Up to Maximum stay,No,Off street,1
Hale Street Car Park,21923,51.8170815,-0.809050024,Buckinghamshire Council,HP20 1QR,Hale Street Car Park/Aylesbury,16,Car,03 April 2023,Monday to Saturday 8:00am - Midnight,£1.10,15p,10p,10p,1 Hour,Up to Maximum stay,No,Off street,1
Hampden House Car Park,21924,51.8174095,-0.808380008,Buckinghamshire Council,HP20 1QX,Hampden House Car Park/Aylesbury,364,Car,16 March 2023,Monday to Saturday 8:00am - 9:00pm,£2.60,15p,10p,10p,13 Hours,Up to Maximum stay,No,Off street,1
Upper Hundreds Car Park,21925,51.8174782,-0.809019983,Buckinghamshire Council,HP20 1AG,Upper Hundreds Car Park/Aylesbury,305,Car,16 March 2023,Monday to Saturday 8:00am - 9:00pm,£1.10,15p,10p,10p,13 Hours,Up to Maximum stay,No,Off street,1
Walton Green Car Park,21926,51.8106384,-0.806400001,Buckinghamshire Council,HP21 7RB,Walton Green Car Park/Aylesbury,14,Car,16 March 2023,Monday to Saturday 8:00am - 9:00pm,£3.10,15p,10p,10p,13 Hours,Up to Maximum stay,No,Off street,1
Walton Street Car Park,21927,51.8123016,-0.809499979,Buckinghamshire Council,HP21 7QX,Walton Street Car Park/Aylesbury,525,Car,16 March 2023,Monday to Saturday 8:00am - 9:00pm,£1.10,15p,10p,10p,6 Days,Up to Maximum stay,No,Off street,1
Exchange Street Car Park,21928,51.8160782,-0.809979975,Buckinghamshire Council,HP20 1UR,Exchange Street Car Park/Aylesbury,278,Car,16 March 2023,Monday to Saturday 8:00am - 9:00pm,£0.90,15p,10p,10p,13 Hours,Up to Maximum stay,No,Off street,1
Whitehall Street Car Park,21929,51.8191185,-0.815949976,Buckinghamshire Council,HP20 2JP,Whitehall Street Car Park/Aylesbury,38,Car,16 March 2023,Monday to Saturday 8:00am - 9:00pm,£2.60,15p,10p,10p,13 Hours,Up to Maximum stay,No,Off street,1
Cornwall's Meadow Car Park,21930,52.0002289,-0.984130025,Buckinghamshire Council,MK18 1RP,Cornwall's Meadow Car Park/Buckingham,324,Car,10 March 2023,Monday to Saturday 8:30am - 5:00pm,£0.60,15p,10p,10p,9 Hours,Up to Maximum stay,No,Off street,1
Swan Pool Car Park,21932,51.9939003,-0.982460022,Buckinghamshire Council,MK18 1AE,Swan Pool Car Park/Buckingham,124,Car,10 March 2023,Monday to Friday,£1.10,15p,10p,10p,24 Hours,Up to Maximum stay,No,Off street,1
Wendover Library Car Park,21934,51.7617302,-0.743040025,Buckinghamshire Council,HP22 6DU,Wendover Library Car Park/Wendover,71,Car,10 March 2023,Monday to Saturday 7:30am - 6:30pm,Free,15p,10p,10p,11 Hours,Up to Maximum stay,No,Off street,1
Market Square Car Park,21936,51.9414406,-0.881829977,Buckinghamshire Council,MK18 3AD,Market Square Car Park/Winslow,128,Car,10 March 2023,Thursday to Saturday 8:30am - 5:00pm,Free,15p,10p,10p,2 Hours,Up to Maximum stay,No,Off street,1
Bridgford Road Car Park,22050,52.9337997,-1.12825,Rushcliffe Borough Council,NG2 6AP,Bridgford Road Car Park/West Bridgford,153,Car,23 July 2021,All Week 7:00am - 8:00pm,£0.50,,10p,10p,24 Hours,Up to Maximum stay,No,Off street,1
Nursery Car Park  Albert Road,22051,52.9327583,-1.12655997,Rushcliffe Borough Council,NG2 5GQ,"Nursery Car Park, Albert Road/West Bridgford",87,Car,23 July 2021,All Week 7:00am - 8:00pm,£0.50,,10p,10p,24 Hours,Up to Maximum stay,No,Off street,1
Gordon Road Car Park,22052,52.9306297,-1.12485003,Rushcliffe Borough Council,NG2 5LL,Gordon Road Car Park/West Bridgford,36,Car,23 July 2021,All Week 7:00am - 8:00pm,£0.50,,10p,10p,24 Hours,Up to Maximum stay,No,Off street,1
Rushcliffe Country Park Car Park,22053,52.8841019,-1.14751005,Rushcliffe Borough Council,NG11 6JS,Rushcliffe Country Park Car Park/Ruddington,150,Car,14 November 2018,24hrs,£1.00,,10p,10p,1 Day,Up to Maximum stay,No,Off street,1
Bunny Lane Car Park,22054,52.8715515,-1.09178996,Rushcliffe Borough Council,NG12 5JU,Bunny Lane Car Park/Keyworth,60,Car,29 December 2021,All Week,Free,,10p,10p,12 Hours,Up to Maximum stay,No,Off street,1
Needham Street Car Park,22055,52.952179,-0.955259979,Rushcliffe Borough Council,NG13 8AF,Needham Street Car Park/Bingham,39,Car,29 December 2021,All Week,Free,,10p,10p,12 Hours,Up to Maximum stay,No,Off street,1
Bingham Arena car park,22059,52.9547997,-0.955910027,Rushcliffe Borough Council,NG13 8QX,Bingham Arena car park/Bingham,197,Car,23 September 2022,Monday to Saturday,Free,,10p,10p,24 Hours,Up to Maximum stay,No,Off street,1
Whytecauseway,22100,56.10923,-3.16129994,Fife Council,KY1 1XF,Whytecauseway/Kirkcaldy,30,Car,27 February 2017,Monday to Saturday 9:00am - 5:00pm,£0.60,20p,10p,10p,1 Hour,Up to Maximum stay,No,On street,1
Hunter Street,22101,56.1112595,-3.16039991,Fife Council,KY1 1ED,Hunter Street/Kirkcaldy,30,Car,27 February 2017,Monday to Saturday 9:00am - 5:00pm,£0.60,20p,10p,10p,1 Hour,Up to Maximum stay,No,On street,1
High Street,22102,56.1121902,-3.15680003,Fife Council,KY1 1JF,High Street/Kirkcaldy,10,Car,27 February 2017,Monday to Saturday 9:00am - 5:00pm,£0.60,20p,10p,10p,1 Hour,Up to Maximum stay,No,On street,1
North Street,22103,56.3415604,-2.79731011,Fife Council,KY16 9AD,North Street/St Andrews,180,Car,23 January 2017,Monday to Saturday 9:00am - 5:00pm,£1.10,20p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
Greyfriars Garden,22104,56.3411407,-2.79889989,Fife Council,KY16 9HG,Greyfriars Garden/St Andrews,40,Car,22 February 2017,Monday to Saturday 9:00am - 5:00pm,£0.60,20p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
South Street,22105,56.3387299,-2.79970002,Fife Council,KY16 9EW,South Street/St Andrews,150,Car,23 January 2017,Monday to Saturday 9:00am - 5:00pm,£1.10,20p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
Market Street,22106,56.3403015,-2.79503012,Fife Council,KY16 9NU,Market Street/St Andrews,30,Car,22 February 2017,Monday to Saturday 9:00am - 5:00pm,£0.60,20p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
St Mary's Place,22107,56.3402481,-2.80080009,Fife Council,KY16 9UY,St Mary's Place/St Andrews,20,Car,23 January 2017,Monday to Saturday 9:00am - 5:00pm,£1.10,20p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
Bell Street,22108,56.3396301,-2.79859996,Fife Council,KY16 9UX,Bell Street/St Andrews,10,Car,22 February 2017,Monday to Saturday 9:00am - 5:00pm,£0.60,20p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
Queens Gardens,22109,56.3377991,-2.79530001,Fife Council,KY16 9TA,Queens Gardens/St Andrews,100,Car,23 January 2017,Monday to Saturday 9:00am - 5:00pm,£1.10,20p,10p,10p,2 Hours,Up to Maximum stay,No,On street,1
East Port,22110,56.0717506,-3.45681,Fife Council,KY12 7JB,East Port/Dunfermline,5,Car,20 February 2020,Monday to Saturday 9:00am - 5:00pm,£0.60,20p,10p,10p,1 Hour,Up to Maximum stay,No,On street,1
Canmore Street,22111,56.0703201,-3.4598,Fife Council,KY12 7NU,Canmore Street/Dunfermline,6,Car,20 February 2020,Monday to Saturday 9:00am - 5:00pm,£0.60,20p,10p,10p,1 Hour,Up to Maximum stay,No,On street,1
Abbot Street,22112,56.0704994,-3.46192002,Fife Council,KY12 7NW,Abbot Street/Dunfermline,10,Car,20 February 2020,Monday to Saturday 9:00am - 5:00pm,£0.60,20p,10p,10p,1 Hour,Up to Maximum stay,No,On street,1
Maygate,22113,56.0707092,-3.46350002,Fife Council,KY12 7NH,Maygate/Dunfermline,3,Car,20 February 2020,Monday to Saturday 9:00am - 5:00pm,£0.60,20p,10p,10p,1 Hour,Up to Maximum stay,No,On street,1
St Catherine's Wynd,22114,56.0701714,-3.46420002,Fife Council,KY12 7NA,St Catherine's Wynd/Dunfermline,12,Car,20 February 2020,Monday to Saturday 9:00am - 5:00pm,£0.60,20p,10p,10p,1 Hour,Up to Maximum stay,No,On street,1
Bruce Street,22115,56.0723114,-3.46386003,Fife Council,KY12 7AG,Bruce Street/Dunfermline,4,Car,20 February 2020,Monday to Saturday 9:00am - 5:00pm,£0.60,20p,10p,10p,1 Hour,Up to Maximum stay,No,On street,1
Bridge Street,22116,56.0711098,-3.46499991,Fife Council,KY12 8AQ,Bridge Street/Dunfermline,8,Car,20 February 2020,Monday to Saturday 9:00am - 5:00pm,£0.60,20p,10p,10p,1 Hour,Up to Maximum stay,No,On street,1
Chalmers Street,22117,56.0737915,-3.46792006,Fife Council,KY12 8DQ,Chalmers Street/Dunfermline,25,Car,20 February 2020,Monday to Saturday 9:00am - 5:00pm,£0.60,20p,10p,10p,1 Hour,Up to Maximum stay,No,On street,1
Oswald Wynd Car Park,22119,56.1134109,-3.15662003,Fife Council,KY1 2RR,Oswald Wynd Car Park/Kirkcaldy,93,Car,13 February 2018,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,3 Hours,Up to Maximum stay,No,Off street,1
Coal Wynd Car Park,22120,56.1141815,-3.15434003,Fife Council,KY1 2RB,Coal Wynd Car Park/Kirkcaldy,66,Car,13 February 2018,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,10 Hours,Up to Maximum stay,No,Off street,1
St James Church Car Park,22121,56.1136703,-3.15339994,Fife Council,KY1 1JS,St James Church Car Park/Kirkcaldy,24,Car,13 February 2018,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,10 Hours,Up to Maximum stay,No,Off street,1
Esplanade A Car Park,22122,56.1078186,-3.1568501,Fife Council,KY1 1RE,Esplanade A Car Park/Kirkcaldy,83,Car,13 February 2018,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,10 Hours,Up to Maximum stay,No,Off street,1
Esplanade B Car Park,22123,56.1063919,-3.15754008,Fife Council,KY1 1RE,Esplanade B Car Park/Kirkcaldy,77,Car,13 February 2018,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,10 Hours,Up to Maximum stay,No,Off street,1
Nicol Street Car Park,22124,56.1060982,-3.16109991,Fife Council,KY1 1NY,Nicol Street Car Park/Kirkcaldy,67,Car,13 February 2018,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,10 Hours,Up to Maximum stay,No,Off street,1
Charlotte Street A Car Park,22125,56.1076012,-3.15802002,Fife Council,KY1 1RN,Charlotte Street A Car Park/Kirkcaldy,58,Car,13 February 2018,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,3 Hours,Up to Maximum stay,No,Off street,1
Charlotte Street B Car Park,22126,56.1082497,-3.15919995,Fife Council,KY1 1RN,Charlotte Street B Car Park/Kirkcaldy,23,Car,03 April 2018,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,1 Hour,Up to Maximum stay,No,Off street,1
Glasswork Street A Car Park,22127,56.1077614,-3.15899992,Fife Council,KY1 1RL,Glasswork Street A Car Park/Kirkcaldy,45,Car,13 February 2018,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,3 Hours,Up to Maximum stay,No,Off street,1
Glasswork Street B Car Park,22128,56.1074295,-3.1589601,Fife Council,KY1 1RL,Glasswork Street B Car Park/Kirkcaldy,37,Car,13 February 2018,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,3 Hours,Up to Maximum stay,No,Off street,1
Hill Place Car Park,22129,56.114109,-3.15586996,Fife Council,KY1 2RA,Hill Place Car Park/Kirkcaldy,27,Car,13 February 2018,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,3 Hours,Up to Maximum stay,No,Off street,1
Esplanade MSCP Car Park,22130,56.1086006,-3.15744996,Fife Council,KY1 1RQ,Esplanade MSCP Car Park/Kirkcaldy,377,Car,13 February 2018,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,10 Hours,Up to Maximum stay,No,Off street,1
Argyle Street (North) Car Park,22132,56.3387489,-2.80220008,Fife Council,KY16 9BW,Argyle Street (North) Car Park/St Andrews,144,Car,24 January 2017,Monday to Saturday 9:00am - 5:00pm,£1.10,20p,10p,10p,8 Hours,Up to Maximum stay,No,Off street,1
Argyle Street (South) Car Park,22133,56.3384018,-2.80209994,Fife Council,KY16 9BP,Argyle Street (South) Car Park/St Andrews,55,Car,24 January 2017,Monday to Saturday 9:00am - 5:00pm,£1.10,20p,10p,10p,8 Hours,Up to Maximum stay,No,Off street,1
St Mary's Place Car Park,22134,56.3404808,-2.79949999,Fife Council,KY16 9UY,St Mary's Place Car Park/St Andrews,20,Car,24 January 2017,Monday to Saturday 9:00am - 5:00pm,£1.10,20p,10p,10p,3 Hours,Up to Maximum stay,No,Off street,1
Bonnygate Car Park - Short Stay,22135,56.3190384,-3.01311994,Fife Council,KY15 5AY,Bonnygate Car Park - Short Stay/Cupar,58,Car,22 February 2017,Monday to Saturday 9:00am - 5:00pm,£0.50,20p,10p,10p,2 Hours,Up to Maximum stay,No,Off street,1
Bonnygate Car Park - Long Stay,22136,56.3184586,-3.01432991,Fife Council,KY15 5AY,Bonnygate Car Park - Long Stay/Cupar,116,Car,23 January 2017,Monday to Saturday 9:00am - 5:00pm,£0.50,20p,10p,10p,8 Hours,Up to Maximum stay,No,Off street,1
Bruce Embankment Car Park,22137,56.3444901,-2.8013401,Fife Council,KY16 9AB,Bruce Embankment Car Park/St Andrews,157,Car,18 February 2020,Monday to Saturday 9:00am - 5:00pm,£1.10,20p,10p,10p,8 Hours,Up to Maximum stay,No,Off street,1
Folly Car Park,22138,56.2223015,-2.69880009,Fife Council,KY10 3AQ,Folly Car Park/Anstruther,32,Car,18 February 2020,Monday to Saturday 8:00am - 6:00pm,£0.70,20p,10p,10p,3 Hours,Up to Maximum stay,No,Off street,1
East Basin Car Park,22139,56.2215385,-2.69681001,Fife Council,KY10 3AB,East Basin Car Park/Anstruther,79,Car,18 February 2020,Monday to Saturday 8:00am - 6:00pm,£0.70,20p,10p,10p,10 Hours,Up to Maximum stay,No,Off street,1
Viewfield Terrace Car Park,22140,56.0713501,-3.45486999,Fife Council,KY12 7HY,Viewfield Terrace Car Park/Dunfermline,115,Car,18 February 2020,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,10 Hours,Up to Maximum stay,No,Off street,1
Walmer Drive Car Park,22141,56.0704193,-3.45629001,Fife Council,KY12 7JF,Walmer Drive Car Park/Dunfermline,285,Car,18 February 2020,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,10 Hours,Up to Maximum stay,No,Off street,1
Canmore Street Car Park,22143,56.0705299,-3.46009994,Fife Council,KY12 7NT,Canmore Street Car Park/Dunfermline,33,Car,18 February 2020,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,1 Hour,Up to Maximum stay,No,Off street,1
St Margaret's Street Car Park,22144,56.0690498,-3.46211004,Fife Council,KY12 7PE,St Margaret's Street Car Park/Dunfermline,56,Car,18 February 2020,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,10 Hours,Up to Maximum stay,No,Off street,1
Glen Bridge Car Park,22145,56.0717812,-3.46520996,Fife Council,KY12 8DF,Glen Bridge Car Park/Dunfermline,171,Car,18 February 2020,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,10 Hours,Up to Maximum stay,No,Off street,1
Carnegie Drive West Car Park,22146,56.0732117,-3.46178007,Fife Council,KY12 7AN,Carnegie Drive West Car Park/Dunfermline,155,Car,18 February 2020,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,10 Hours,Up to Maximum stay,No,Off street,1
Carnegie Drive East Car Park,22147,56.0736313,-3.46076989,Fife Council,KY12 7BB,Carnegie Drive East Car Park/Dunfermline,12,Car,12 January 2022,Monday to Saturday 8:00am - 6:00pm,£1.10,20p,10p,10p,3 Hours,Up to Maximum stay,No,Off street,1
